"date","price","rate","obs","r_sq","sigma_preds_garch11.norm","sigma_preds_garch11.std","sigma_preds_garch11.ged","sigma_preds_garch11.sstd","sigma_preds_egarch11.norm","sigma_preds_egarch11.std","sigma_preds_egarch11.ged","sigma_preds_egarch11.sstd","sigma_preds_tgarch11.norm","sigma_preds_tgarch11.std","sigma_preds_tgarch11.ged","sigma_preds_tgarch11.sstd","sigma_preds_cgarch11.norm","sigma_preds_cgarch11.std","sigma_preds_cgarch11.ged","sigma_preds_cgarch11.sstd","sigma_preds_RW","sigma_preds_HA","sigma_preds_MA1","sigma_preds_MA3"
2020-01-05,58603.27,0.012456432930362,523,0.000155162721348608,0.000342865499665704,0.000338429166805845,0.000346533790268423,0.000336982025440732,0.000397313213435139,0.000383068493631567,0.000389294167237064,0.000385340379617317,0.00037210577583932,0.00036891953049372,0.000368798670930104,0.000376160023340293,0.00036592807373512,0.000326283272286021,0.000347578929982633,0.000324393106755169,0.000137584514551374,0.000434586860046862,0.000248645813137959,0.000326436722854649
2020-01-12,58732.09,0.00219575841003561,524,4.8213549952421e-06,0.000340481073152516,0.00033318573488248,0.000343559813851399,0.000331569710137159,0.000367612611096955,0.000353690760649272,0.000359573609959297,0.000357204837809036,0.000345620036987946,0.000341224786563415,0.000341620935995277,0.000348685310155343,0.000366654731917093,0.000324421914134998,0.000343466071198641,0.000316826994727695,0.000155162721348608,0.000434051564761999,0.000250837580808504,0.000326920757192898
2020-01-19,59039.84,0.0052262147775366,525,2.73133209009419e-05,0.000337306641107421,0.000318581243949245,0.000340611754022573,0.000315891824569483,0.000357040709319687,0.000335038516262774,0.000344328764799163,0.000336078600878799,0.000325518837643879,0.000317337559634306,0.000318733737681842,0.00032415896112616,0.000354930701475472,0.000308935350037294,0.000333202462696504,0.000303120500641435,4.8213549952421e-06,0.000433230856903937,0.000250555742497537,0.00032476580838119
2020-01-26,58607.31,-0.00735303743106286,526,5.40671594626115e-05,0.000333904714838059,0.000307101528075571,0.000337466667277258,0.000303264101661796,0.000342477326261175,0.000315497308862399,0.000326761315159004,0.000315207071040218,0.000308832367691336,0.000296832216575845,0.000299700734812883,0.000302844384227766,0.000342747185431585,0.000296184948107243,0.000322737115752025,0.000289316303112937,2.73133209009419e-05,0.000432456205117671,0.000240694183845997,0.000323577871799175
2020-02-02,56681.27,-0.0334156117663333,527,0.00111660310971832,0.00033094486138774,0.000298258719054443,0.000332271230172382,0.000293772960055913,0.000360080445969322,0.000326858597737107,0.000340956479298821,0.000324261989805383,0.000330070984615306,0.000310081794810275,0.000315904234599713,0.000314414955786776,0.000326759690623654,0.000287209609055479,0.000318563553810958,0.000280538805026024,5.40671594626115e-05,0.000431735464078328,0.000236781578833602,0.0003239097412265
2020-02-09,57816.25,0.0198260569698263,528,0.000393072534970798,0.000338422737688082,0.000362374944821998,0.000344132096702097,0.000360027963243369,0.000476716999769966,0.000453456813143533,0.000463625852508957,0.000449597540405281,0.000486781479778378,0.000448557848027544,0.000462090023479079,0.000448332111297191,0.000380396987272239,0.00034484795539504,0.000365247606348304,0.000345301040624906,0.00111660310971832,0.000433037493822891,0.000257136209126511,0.000321741935292482
2020-02-16,57895.19,0.00136442882824106,529,1.86166602733527e-06,0.000340097870798076,0.000369401531610402,0.000342759879314939,0.000368278824963766,0.000423141605798657,0.000409102471583099,0.000414969453618688,0.000410457660890654,0.000432069502448865,0.000407912372970459,0.000416801733674486,0.000410220575911672,0.000383968621709949,0.000351965121334203,0.000372815750733844,0.000350589253583212,0.000393072534970798,0.00043296165898636,0.000264552666397398,0.000324117042472815
2020-02-23,57424.47,-0.00816378775923532,530,6.66474305778404e-05,0.000335387083581583,0.000350015234597056,0.000340655753623503,0.0003478595747947,0.000407571846164346,0.000385516925568707,0.000394943247348131,0.00038400089374031,0.000390823600287341,0.000373352100252007,0.000379580021211465,0.000376632050681599,0.00037319978871331,0.000333624796757719,0.000356603297072704,0.000330279196525281,1.86166602733527e-06,0.000432145181726968,0.000263843486925256,0.000316301663860452
2020-03-01,49276.54,-0.153022413381487,531,0.0234158589970948,0.000333723111252707,0.000337486006648585,0.000337018005232186,0.000334406109268214,0.000422773963898128,0.000395738200612679,0.00040754618650727,0.000391875355457754,0.000400295817730068,0.000381905134976142,0.000388517008528983,0.000384689836441046,0.00036795453683969,0.000326936154892816,0.000344696873296888,0.000320176371863916,6.66474305778404e-05,0.000431454259702111,0.00026396341599378,0.000316065001399209
2020-03-08,49326.23,0.0010078825210762,532,1.01582717629091e-06,0.000449677818994813,0.0018748697387145,0.000424809107212604,0.00197414388222219,0.000840790524646462,0.00170388500666702,0.00144877715609346,0.00178550017947737,0.00179049443265459,0.00148050007730777,0.00158877312442344,0.00145135385681944,0.00105646699897836,0.00184873204564512,0.00141959217233525,0.00191792491696775,0.0234158589970948,0.000474821061093418,0.000704663245798317,0.000464332640969631
2020-03-15,38629.63,-0.244436389658299,533,0.0597491485891837,0.000448679776098898,0.00157753165753031,0.000418749716052868,0.00168379795310743,0.000844151252343857,0.00138734984251359,0.00118162609262675,0.0014696324475908,0.00125060227461289,0.00121095598887461,0.00122962246979101,0.00121631047556958,0.000901213998176392,0.00155119090200976,0.00127205931530196,0.00161171263195466,1.01582717629091e-06,0.000473928772517303,0.000704478240771518,0.000463551144079145
2020-03-22,41153.2,0.0632820897924589,534,0.00400462288850083,0.00904159149544124,0.00656186348962076,0.00731744304563137,0.00676905893343775,0.0109495366442395,0.0060225189014007,0.00811928379754305,0.00603547263212062,0.011206881491505,0.00484151839423044,0.00691496659551027,0.00460856821965125,0.00886487591420902,0.00638252256575127,0.00724014236942354,0.0065155079370267,0.0597491485891837,0.000585348358638856,0.00182965485571818,0.000842287607348608
2020-03-29,40886.9,-0.00649197003129132,535,4.21456748871846e-05,0.00694652832144453,0.00597940761169753,0.00632180759224806,0.00625869191470578,0.00546740895885274,0.00462530722201776,0.00544974897008384,0.00485078677479213,0.00620597215001757,0.00393761141429445,0.004878294319946,0.00390839741706388,0.00673770533956683,0.00587173614133517,0.00612080800227301,0.00604109305866788,0.00400462288850083,0.000591763507850605,0.00189677751010414,0.000859639570528443
2020-04-05,41532.37,0.0156634048494055,536,0.000245342251476381,0.00499020233992751,0.00494553187754734,0.00499300949770023,0.00528090438205081,0.0033010612344829,0.00359135459347232,0.00395279676652556,0.00388222502591043,0.00377926676319053,0.00314220915216783,0.00352383076160863,0.00322995094000701,0.00495026981335838,0.00474088815694934,0.00500267338243449,0.00510426333368846,4.21456748871846e-05,0.000590734260972396,0.00189565167375899,0.000856554730972041
2020-04-12,44499.23,0.0689987624569603,537,0.00476082922059204,0.00362900925298545,0.00416475136566322,0.00402745767401316,0.00450525912420349,0.00193214681693165,0.00280022060360085,0.00286509465631793,0.0030823143630022,0.00224114629795368,0.0024870060059003,0.00251037135837946,0.00261986474094923,0.00368392803977832,0.00403782940437654,0.00403538839301926,0.00428120488487734,0.000245342251476381,0.000590088668431282,0.00189931208609648,0.000855619586041698
2020-04-19,45353.23,0.019009512187921,538,0.000361361553622718,0.00326970963859247,0.00406014441108019,0.00380123568052884,0.0044468771413463,0.00130235156836703,0.00231046850789946,0.00213407945489162,0.00266571902460627,0.00152715491468011,0.0021300298304236,0.00197378219181043,0.00231362368490331,0.00322543051502892,0.0039839568574174,0.00382128142563282,0.00432103803252756,0.00476082922059204,0.000597869900804716,0.00198297990887023,0.000882427956348978
2020-04-26,44884.25,-0.0103944441389618,539,0.000108044468957998,0.00240805938955039,0.00346698191586213,0.00310502117803899,0.00384022700415181,0.000866042298254095,0.00186299266633418,0.00161409557324918,0.00216811994680093,0.00100026333576111,0.00172826764694738,0.0014603314430127,0.00191495601610077,0.00241954210768365,0.00337577544026484,0.00329932351317963,0.00370151844801971,0.000361361553622718,0.000597429475577189,0.00198956613477426,0.000884086947342868
2020-05-03,46117,0.0270946918828532,540,0.00073412232822675,0.00173409377436278,0.00293501330333341,0.00247973137876521,0.00330513090870708,0.000742884255441006,0.00162865579162887,0.00134826445751017,0.00189856581915013,0.000841644115796447,0.00150663321720045,0.00118927486655188,0.00170016850273135,0.00178504257984161,0.00293164175042494,0.00256906125025365,0.00319348314878827,0.000108044468957998,0.000596519838018417,0.00199158693369116,0.000884137515793867
2020-05-10,45228.14,-0.0194621860876971,541,0.000378776687312151,0.00135226349331435,0.00255892163408422,0.00206935548978101,0.00290904759360051,0.000546103411621343,0.00134827314455009,0.0010550300506078,0.00159088546387377,0.000622770541581025,0.00125441387372977,0.000933796696555043,0.00144025545926868,0.0014090136014798,0.00254611940847758,0.00227269150201202,0.00281553457354668,0.00073412232822675,0.000596775130208043,0.00200540574425081,0.000879116090345798
2020-05-17,44348.22,-0.0196468868331579,542,0.000386000162234911,0.00103456278385046,0.00218545913894749,0.00166609097250884,0.00252335291677657,0.000662315965483901,0.00130084724724069,0.0010380647850069,0.00151304708296601,0.00074713529272891,0.00121700917324494,0.000942087801227251,0.00139583418661033,0.00107034806632316,0.00226726807239599,0.00186248695872233,0.00247303097919667,0.000378776687312151,0.000596371429387866,0.00200451540236563,0.000881470344811678
2020-05-24,45915.72,0.0347349694298273,543,0.00120651810129104,0.000829360633562574,0.00185643918056324,0.00133799288773266,0.00217942605710462,0.000759750926790223,0.00126394305317815,0.00103128164457267,0.00144899128458531,0.000845946330470361,0.00118662025428124,0.000955240776827522,0.00135648368546468,0.000864387297055729,0.00191367570694798,0.00152305415399635,0.00211886853748573,0.000386000162234911,0.000595982573071502,0.00196733315640992,0.00088383578226909
2020-05-31,48127.64,0.0470491061537182,544,0.00221361838986384,0.000833003594873208,0.00171333202140224,0.00126157841712253,0.00201327652393673,0.000536430851002276,0.00106704104019245,0.000829388519595442,0.00125338993643056,0.000627374257755606,0.00102403475574603,0.000784664340287107,0.00118870929338978,0.000859327672006385,0.00178259209147113,0.00148410645577254,0.00200211165521741,0.00120651810129104,0.00059710902238556,0.00198937360872563,0.000890274835817158
2020-06-07,51494.63,0.0676208821421369,545,0.00457258370168077,0.000974682011036421,0.00173744654031912,0.00135191928568853,0.00203521266238021,0.000399599878786772,0.000931366558201291,0.000704217100942889,0.00114099634579451,0.000507831146803254,0.000933668355048568,0.000704412840141938,0.00109772130540783,0.000964659234511251,0.00171426299207335,0.00144935916617951,0.00198284649005409,0.00221361838986384,0.000600086019379074,0.00203092331876282,0.000904325838866405
2020-06-14,50169.11,-0.0260780317346025,546,0.000680063739150938,0.00137036910868203,0.00199072280414888,0.00167103788602385,0.00231841658796502,0.000402641590251092,0.000859855280524239,0.000655115864366266,0.00112030608953743,0.000477234104867511,0.000902864479585907,0.000709500331111452,0.00106983080746841,0.00137214341775327,0.00198256383248403,0.00167696255772683,0.00220764235124946,0.00457258370168077,0.000607388404824482,0.00210952491695184,0.00093341010854547
2020-06-21,50670.08,0.00993609967632736,547,9.87260767779126e-05,0.0011519373294247,0.00178282384962602,0.00146851155036428,0.00208225779534678,0.000602906955044399,0.000958116214054651,0.000792059293049589,0.00118507654977887,0.000716538357068384,0.00100305020358809,0.000853322420473897,0.00115719474009067,0.00115097803832115,0.00176912699296538,0.00146514114768982,0.00200560037381065,0.000680063739150938,0.000607521754061778,0.00211743780673877,0.000937429072945319
2020-06-28,49725.89,-0.0188098753087793,548,0.000353811409131826,0.000922781617472929,0.00152539003294808,0.00122286542283994,0.00179790658325171,0.000510934823728069,0.000826792660906069,0.000674835877416247,0.00101293410635123,0.000567358515284016,0.00085429931234627,0.000705457682830483,0.000990109739773853,0.000929200259432507,0.00154742735173131,0.00128662642270233,0.00173845907475314,9.87260767779126e-05,0.000606589893846972,0.00211898941410288,0.00093721326126596
2020-07-05,50959.44,0.0245042991712499,549,0.000600460677874116,0.000789190328736217,0.00133588337179937,0.00105952826666043,0.00158052434576903,0.000615830241708081,0.000859304801917301,0.00073539705170113,0.00102175200174331,0.000693305393834262,0.000885240433150583,0.00076660903137865,0.0010106746168254,0.000821824984604486,0.0013264980192691,0.00109661067260935,0.00153124768315473,0.000353811409131826,0.000606127775959011,0.00212503995726232,0.000939033167626627
2020-07-12,50933.53,-0.000508572879137859,550,2.58646373394571e-07,0.000725771990929646,0.00121148191109383,0.000961438305840864,0.00143117614340097,0.000500773793729699,0.000752084135788558,0.000625830360131712,0.000904425047146278,0.000553530497296034,0.000776084829965116,0.000652836465969375,0.000893310540047578,0.000748461339192228,0.00123346494757595,0.00100021341108663,0.00139203989970178,0.000600460677874116,0.000606117434539148,0.0021333683612273,0.00094285551852057
2020-07-19,51046.47,0.00221494501222708,551,4.9059814071896e-06,0.000606911081392926,0.00101210523631525,0.000791863629199047,0.00120653898515622,0.000457075643287187,0.00067187100728842,0.000558379390240919,0.000795553234385621,0.000463466470146679,0.000669087000921743,0.000553702859200335,0.000771535331614021,0.00060492150881225,0.00105033255453771,0.00081285807013685,0.00120676285090825,2.58646373394571e-07,0.000605013866618991,0.00213236911339588,0.000942691027489245
2020-07-26,51672.44,0.0121881696183284,552,0.000148551478645142,0.000523241836978596,0.000840772752240017,0.000660043623548378,0.00100470550065418,0.000415809273701649,0.000600780422692049,0.000499139183621364,0.00070005362959743,0.000396490797967928,0.00057738469967413,0.000473764779760778,0.000664561984911395,0.00052967690797206,0.000871611773956987,0.0007133490790769,0.00100645795939173,4.9059814071896e-06,0.000603922761373152,0.00213213925099221,0.000939316217273143
2020-08-02,50468.16,-0.0235819215577369,553,0.000556107024355255,0.000483215674874277,0.000726719557998294,0.000585119955001392,0.000851240485322955,0.000365946366094896,0.000534594060277459,0.000441206053752502,0.000617514102970204,0.000350801534041274,0.000508755474982427,0.000417044262650942,0.000581735158114076,0.000474503980110786,0.000757425908614825,0.00060339341077812,0.000867867844440193,0.000148551478645142,0.000603096316213936,0.0021335330158112,0.000940226075242158
2020-08-09,51732.44,0.0247424085044567,554,0.000612186778601414,0.000505749054977305,0.00070288845113997,0.00057921311493946,0.000800557005758605,0.000530982924139325,0.000629393864158922,0.000560545275549709,0.000703761634233081,0.000567361861206193,0.00061433476974145,0.000554392305264365,0.000679768012503179,0.000505324403720457,0.000736581450325566,0.000589790717506704,0.000807010257825189,0.000556107024355255,0.000603011190685206,0.00214108663539064,0.000943521397265867
2020-08-16,52631.64,0.0172324089243467,555,0.000296955917335905,0.000527815708367209,0.000689806508777826,0.000579066786548296,0.000784821568518077,0.000434790212317923,0.000555610429384764,0.000479929657594246,0.000632142801924134,0.000468339318942231,0.000551166054486788,0.000484931071602326,0.000614773861044443,0.000522619980846576,0.000698836402770574,0.000604543948398107,0.000788427061749442,0.000612186778601414,0.000603027783068418,0.00213549059006035,0.000947400244468841
2020-08-23,51920.09,-0.0136116539846363,556,0.000185277124197464,0.000506149733395412,0.000637759748812192,0.000545092808209117,0.000716108676829488,0.000373265099046084,0.000496697581267408,0.00042200978824461,0.000567169341438368,0.00040108086152346,0.000494154609872312,0.000429156297694336,0.00055119867439281,0.000501173732369206,0.000653184406799414,0.000571126672796287,0.000713726150729374,0.000296955917335905,0.000602475306776482,0.00211710298092937,0.00094917056960997
2020-08-30,52237.26,0.00609022753251764,557,3.7090871397836e-05,0.000477900855885782,0.000582001204365727,0.000507029836341711,0.0006447936253176,0.000449642937406201,0.000528502697045641,0.000471200936573752,0.000589358066315247,0.000494872558884902,0.00052554647239692,0.000481880770590676,0.000576130173909938,0.000475087333881082,0.000593825764307275,0.000526342532468305,0.000652506500021117,0.000185277124197464,0.000601723598339403,0.00211341008853034,0.000950311981703943
2020-09-06,50522.18,-0.0333835855843656,558,0.00111446378646866,0.000440707114961695,0.000519802055134458,0.000462120129621597,0.000565556665776122,0.000404527429360476,0.000482039866259734,0.000428262213831122,0.000531094905305869,0.000418484686605305,0.000469032284725498,0.000425346842150909,0.00051097235413499,0.000436631169969616,0.000523588025311061,0.000466675133952649,0.000565014894831183,3.7090871397836e-05,0.000600708071852098,0.00211001344475602,0.000943610035784842
2020-09-13,50737.57,0.00425421403568649,559,1.80983370614319e-05,0.000540723854208562,0.00058157218052693,0.000529629871924017,0.000620995581029496,0.000670345340643106,0.000638003894973631,0.000618851662547156,0.000687916191339799,0.000758373156750155,0.000640533394722715,0.000642237442673432,0.000682594947354877,0.00053154443106562,0.000587631615662475,0.000538995934054562,0.000622277401468399,0.00111446378646866,0.000601630433996832,0.00212819879260068,0.00094895523721986
2020-09-20,49825.58,-0.0181381550405213,560,0.000328992668273988,0.000482804019344101,0.000524621284671191,0.000481578709782198,0.000553690237409212,0.000580390497649787,0.000582498710288866,0.00055682426632403,0.00062237357511778,0.000592896235305211,0.000566970586779426,0.000550880890111857,0.000603804696465742,0.000481549706736329,0.000535756892917901,0.00047959740713209,0.00055497324774936,1.80983370614319e-05,0.000600584677550711,0.00212841450492558,0.00094783485293451
2020-09-27,48294.74,-0.0312058547370171,561,0.000973805369867812,0.000478332040042944,0.000507674036937157,0.00047157594523344,0.000530729258156105,0.000672295722919746,0.000635504126485736,0.000625937982663497,0.000670936196418408,0.000703759260155436,0.000622704378967446,0.000625767161983718,0.000657569573924731,0.000478780140990058,0.000513178472538855,0.000470316042241158,0.000527844144603775,0.000328992668273988,0.000600098824224634,0.00212082199067373,0.000949849764010307
2020-10-04,49043.26,0.0153801137276552,562,0.000236547898275609,0.000549936199621729,0.000548414737949336,0.000520080075801998,0.000569737680076948,0.000892268428739604,0.000768000732509619,0.000791573921520643,0.000804036582606571,0.000986612321245351,0.000770724569101599,0.000816771864978165,0.000806398646549758,0.000547184432844068,0.000548218536891013,0.000530294011509176,0.000555810173173151,0.000973805369867812,0.000600766157341854,0.00213674086901114,0.000956023010659881
2020-10-11,49191.09,0.00300974377280028,563,9.05855757791005e-06,0.000514499561647421,0.000520057524699794,0.000494344856866677,0.000538614167979932,0.000721234019605501,0.000680272405384932,0.000679576622147338,0.000715036893230185,0.000741357933215176,0.000675318967981296,0.00068460703625953,0.000710483383447907,0.000509610112252921,0.000521726037426006,0.000493300355641922,0.000540519996112259,0.000236547898275609,0.000600116926933536,0.00214101787761931,0.000957511863115296
2020-10-18,48210.12,-0.0201435520125663,564,0.000405762687682966,0.000463651201597745,0.000478066956249432,0.000454242825427078,0.000490825882750328,0.000622880243343598,0.000621649867942941,0.000609353365154897,0.000648344926108226,0.000583477026769057,0.000596032385043185,0.000583300752875343,0.000627888747734035,0.000459274109373519,0.000485705642953742,0.000453950512403755,0.000484867488898357,9.05855757791005e-06,0.000599065221649986,0.00212458416399698,0.00095752701627473
2020-10-25,47846.25,-0.0075762126026504,565,5.73989974005588e-05,0.000473568807778505,0.000474798056422496,0.000456481264402195,0.000485215894992138,0.000727205853682579,0.000683347190886994,0.000687924266403651,0.000707210163006488,0.000720562721733488,0.000662518578658441,0.00067123796627576,0.000693325113626475,0.000466675017740687,0.00047982615418012,0.000457211812091709,0.000477231130521415,0.000405762687682966,0.00059872187789516,0.0021272815855652,0.000958985664493861
2020-11-01,44097.98,-0.0815787685068674,566,0.00665509547109706,0.000440401017538713,0.000444833734036839,0.000428251578930049,0.000451155022335828,0.00069627165261541,0.000667624250037291,0.000669155778877421,0.000685397238367141,0.000661673182325345,0.000635104814874339,0.000635883180822325,0.000663924729705446,0.000435255658040017,0.000449847374037696,0.000429306961411558,0.000442252613772771,5.73989974005588e-05,0.000597762085553857,0.00212826744987907,0.000955437937324413
2020-11-08,48962.48,0.104640314100934,567,0.010949595335142,0.00116573211708584,0.000893638018939087,0.000948381428712646,0.00094543609258875,0.00175178981788896,0.00122395598234147,0.00138997926077808,0.00126649556092522,0.00190808016698251,0.00122986616459293,0.00141628900453803,0.00126256484190638,0.00117011261521048,0.000864897874399713,0.000952304194596846,0.000935463491232635,0.00665509547109706,0.000608483029599066,0.0022533002279845,0.00099765189610438
2020-11-15,50636.31,0.0336146173663998,568,0.00112994250068947,0.00245409964810967,0.0017056708028882,0.00194745738600774,0.00185808893585597,0.00112035021372358,0.00096027514393744,0.00101621485398695,0.00104734568297447,0.00138760958705827,0.00111207218109014,0.0012057476032475,0.00115666055812379,0.00241778148383797,0.00169986062288114,0.00187456288690668,0.0017622928284088,0.010949595335142,0.000626753546039955,0.00245872275485537,0.00106735515153915
2020-11-22,52353.64,0.0333525590130961,569,0.00111239319272206,0.00189772982686963,0.00157202172550778,0.00169986262979122,0.00171168732390458,0.000833983744163391,0.000822941755491883,0.000826790652990908,0.000912866259062359,0.000987949924574396,0.000956744234681129,0.000975328905962025,0.00100638074180234,0.00187965803681595,0.0015756378977085,0.00167338928907042,0.00164538643981964,0.00112994250068947,0.000627641004513764,0.0024690959853533,0.00107355493062565
2020-11-29,53302.48,0.0179613922745432,570,0.00032261161244002,0.00153247025081523,0.00145648090760253,0.00150546528288875,0.00158708020918718,0.000637638282558838,0.000712580040047625,0.000682098390310437,0.000805234496564804,0.000739239534999815,0.000829461521246921,0.000802675408823623,0.000881433310795106,0.00153707187748667,0.00145675925372901,0.00148929829951509,0.00154736568729116,0.00111239319272206,0.000628494441464835,0.00248903396536126,0.00108042381529991
2020-12-06,55304.72,0.0368753983379921,571,0.00135979500258559,0.00117950549113472,0.00127814393715258,0.00126595628498942,0.00138835471203125,0.000520638412527639,0.000625207090373069,0.000581033488848804,0.000708766910656077,0.000575335830645129,0.000720259715983736,0.000668006099999397,0.000770458776781794,0.00118537023999525,0.00127119821428745,0.00126176398953772,0.0013531765908893,0.00032261161244002,0.000627956861800468,0.00249073823343721,0.00108143826016262
2020-12-13,55501.03,0.00354332163071547,572,1.25551281786961e-05,0.00108742793902991,0.00123373860132625,0.00119404200438301,0.00134257924133585,0.000413170158266153,0.000553401132014354,0.00049102803471122,0.000644072225539003,0.000477890310108996,0.000638978544215062,0.000573665481758552,0.000689457767558389,0.00107937491116809,0.00123384460413198,0.00119856234903186,0.00129991081437672,0.00135979500258559,0.000629240788363248,0.00251565618045755,0.00108473277580697
2020-12-20,55607.24,0.001911829467792,573,3.65509191391785e-06,0.000837825488769591,0.00106685445820953,0.000989344450818829,0.00115709235848058,0.000371709456639416,0.000495711234476958,0.000436212108884307,0.000570592548596372,0.000401902588549377,0.000561315092076253,0.000490373337147626,0.000605998343356594,0.000870687283183358,0.00106917619548208,0.000997798039752812,0.00111540531158017,1.25551281786961e-05,0.000628160778450491,0.00250257751049434,0.00108455061309572
2020-12-27,55843.46,0.00423901067869004,574,1.79692115340482e-05,0.000666714377496566,0.000929047481627218,0.000826473119043792,0.00100259678120098,0.000344398477316452,0.00045192704876493,0.000396548940949596,0.000512865988157376,0.000350401841141863,0.000496267088647485,0.000425156196021263,0.000535144861922166,0.000681198013240262,0.000937628934217957,0.000843191436473471,0.000995182909666397,3.65509191391785e-06,0.00062706898529221,0.00249944266956448,0.00108451547263659
